reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,source
38e92ce5-fee8-4a25-98d4-4ae27c406b8e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dear admin Blu, kenapa setiap login atau akan login, loading lama ya? apakah ada bugs mohon diperbaiki. terima kasih",3,0,2.7.20,2025-12-29 18:02:39+00:00,"Hai, Kak Rahim. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2025-12-29 18:16:10,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
4687da9d-df11-4ba9-a144-c0547a744f23,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pake musik+game jaringan normal tapi ko login blu bca susah koneksi nya,1,0,2.7.20,2025-12-29 16:43:11+00:00,"Hai, Kak Egi. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2025-12-29 17:02:00,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
151719dc-d07f-4e0d-aa6c-ffe7033c02b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"BLU by BCA langsung Gercep,thanks sudah ada perbaikan jangan sampai susah login vermuk ,kan sudah ada sidik jari dan PIN mohon tidak berulangkali logout sendiri.",5,0,,2025-12-29 08:45:21+00:00,"Hai, Kak Achmad Solehudin. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Pastikan Kakak menggunakan aplikasi blu versi terbaru Kak. Terima kasih atas saran dan masukan yang diberikan, kami akan selalu memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu.",2025-12-29 09:18:14,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
d8ea028b-c978-4f46-87d8-ee44ac46d4aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini sekedar saran aja sih, tapi proses loading login dan pembayaran qris di aplikasi blu masih tergolong lama banget. kadang kita mau buru buru bayar kudu lama nunggu. semoga bisa diupgrade aplikasi nya biar loadingnya lebih cepat.",4,0,,2025-12-28 21:48:37+00:00,"Hai, Kak Muhammad. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru dan jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2025-12-28 21:52:37,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
a9e480e3-f58d-49d8-83fc-3bf68a33bc6d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong bagian loading sidik jari dan pas mau masuk itu di perbaiki dan di percepat lagi, responnya lama bangeeeeeeetttt apalagi kalo mau di pakai buat Qris",1,1,2.7.20,2025-12-28 21:41:21+00:00,"Hai, Kak Aditia. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru dan jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2025-12-28 21:51:41,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
acb078ca-fb48-4212-b7f1-58fccf320486,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,eror mulu deh heran buru2 mau tf login aja susah,1,0,2.7.20,2025-12-28 17:24:31+00:00,"Hai, Kak Silvia. Maaf atas ketidaknyamanannya. Terkait kendala tersebut boleh kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2025-12-28 18:02:50,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
795265b7-4a2c-486e-a611-d53786b1be3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jujur makin kesini makin lemot... login aja loading lama... jauh sama BCA mungkin bisa diperbaiki 🙂,3,0,2.7.20,2025-12-28 14:59:02+00:00,"Hai, Kakak. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.
",2025-12-28 15:38:47,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
cb89047d-1a00-458f-8603-07b6b89677b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,buat verifikasi wajah jadi susah bgt.padahal terang tapi tetep aja ngga bisa abis di update malah makin parah,1,0,2.7.20,2025-12-28 13:22:21+00:00,"Hai, Kak Ade. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-28 13:52:18,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
711f8c76-13b3-40fa-8e02-0841291259ac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya buat qris selalu lama, loading terus semoga segera diperbaiki",3,0,2.6.0,2025-12-27 19:10:27+00:00,"Hai, Kak Rintania. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2025-12-27 20:37:24,2.6.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
06dbd127-974b-4987-a9a8-a2d0b5cde6cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak jelas mau verif muka trs aja bilang ponsel bergoyang.. gaje lu blu,1,0,2.7.20,2025-12-27 18:40:14+00:00,"Hai, Kak asih. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Mohon pastikan perangkat sudah update versi terbaru dan jika ada hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2025-12-27 19:10:09,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
81cb9b64-25c6-4bbc-a272-e65bf7e3448e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,setelah di update kok ga ada fitur login?ada juga daftar lahhh bagaimana login ke aplikasinya tolol,1,0,2.7.20,2025-12-26 22:31:05+00:00,"Hai, Kak Riyan. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil atau Kakak boleh switch jaringan pada handphone.",2025-12-26 23:15:31,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
c76bab34-8786-4190-8d60-dd610d2e3b8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"knpa verifikasi wajah susah amat, dah berpuluh"" kali gak bisa, dah di turutin selalu gak bisa🤨",1,0,2.7.20,2025-12-26 13:03:58+00:00,"Hai, Kak Rizal. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.
",2025-12-26 14:01:22,2.7.20,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
d5df167c-ac9d-44d7-a9c0-bf68bf06936b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi berat/ lemot walaupun udh sering update yg lucunya Qris nya , sukses kepotong tapi di econorm belanja gagal ketika komplain butuh 17 hari kerja untuk dana balik , lucu kerana dibank lain kasus serupa pagi sore dah balik jadi pikir lagi buat bayar pake Qris di aplikasi ini",1,1,2.6.0,2025-12-26 08:53:44+00:00,"Hai, Kak Wati. Maaf atas ketidaknyamanannya. Jika Kakak sudah menghubungi layanan haloblu 1500668 dan mengajukan pelaporan, mohon kesediaan Kakak menginformasikan nomor laporan yang Kakak terima melalui DM X @haloblu atau melalui email haloblu@bcadigital.co.id agar kami dapat cek perkembangan laporan Kakak ya.",2025-12-26 09:39:57,2.6.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
9bf37e23-acea-41a4-a517-5cd392b8b99e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"verifikasi wajah ga jelas, perasaan cahaya udah terang + kepala dalam lingkaran, tetep aja gagal.",1,0,2.7.0,2025-12-26 03:29:29+00:00,"Hai, Kak Anam. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-26 04:34:31,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
44847100-54ca-463c-b812-56c4b50a6341,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tiba-tiba ke log out sendiri dan ketika melakukan verifikasi wajah selalu gagal padahal sudah mengikuti arahan,1,0,2.7.10,2025-12-25 14:51:14+00:00,"Hai, Kak Dwi. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.
",2025-12-25 14:57:43,2.7.10,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
0e100b9b-6bf7-42ba-8972-c85165ef02d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini gimana sih, setelah log out mau masuk harus verifikasi muka sampai 10x coba gagal mulu dengan alasan smartphone bergoyang goyang terus dah. udah ganti hp juga sama aja tetep ga bisa verifikasi muka dengan alasan yang sama.",1,0,,2025-12-24 08:42:16+00:00,"Hai, Kak Rintang. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-24 09:29:15,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
8a9c0be1-d544-4daa-acfb-ac5216b7b5b0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,susah bgt buat verifikasi wajah. udah berkali2 ganti tempat jga masih gagal. ganti device 2x juga gagal. maaf ya ku ganti bintangin 1 pdhl kmrn udah bagus,1,0,,2025-12-23 10:42:00+00:00,"Hai, Kak Alee. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-23 12:01:46,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
cab4f252-76ee-4be8-9285-cbf6a817bcbe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi Jelek. verifikasi wajah gak beres2,1,0,,2025-12-21 14:01:38+00:00,"Hai, Kak Adit. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-21 15:08:06,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
33aae270-1b6c-465c-af18-76d13c71a278,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sudah memiliki akun blu sebelumnya, namun setiap saya mencoba login aplikasi justru mengarahkan saya untuk membuat akun baru. Ketika proses pendaftaran, muncul keterangan bahwa NIK saya sudah terdaftar. sudah bertanya ke cs nya tapi tidak ada hasil tolong ya pihak Blu diperbaiki lagi saya jadinya gabisa masuk ke akun saya sendiri:)",1,0,,2025-12-20 07:25:59+00:00,"Hai, Kak Eloisa. Maaf atas ketidaknyamanannya. Jika pada saat login terdapat keterangan NIK sudah terdaftar dikhawatirkan Kakak tidak login dengan nomor handphone yang terdaftar. Pastikan Kakak login dengan nomor handphone yang Kakak daftarkan ya.",2025-12-20 08:08:57,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
e58cc00e-5256-4e23-ace6-c13b278a18a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini lama² apl nya buffering lama bgt. pdhl wifi buat buka apl/bank lain lancar² aja. cm mau tf aja butuh waktu 30 menit. gmn kl ada urgent/ mau qris. tolong dong segera diperbaiki. 30 MENIT CUMA BUAT TF. LOGIN 20 MENIT!,1,10,2.7.0,2025-12-20 06:34:14+00:00,"Hai, Kak Laurel. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2025-12-20 06:46:33,2.7.0,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
a59b992c-ba9c-4dbe-8787-80bf787c098d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,daftarnya sangat sulit verifikasi muka nya susah banget gagal terus apa harus bikin ktp baru,1,0,,2025-12-19 22:56:27+00:00,"Hai, Kak Nurul. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-19 23:25:12,,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
66cecf62-d2d6-422a-856e-75410b37b09d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gimana sih, aplikasi tiba-tiba gak bisa dibuka padahal lagi mau bayar di kasir terpaksa tarik tunai pakai kartu, abis itu ada update setelah di update malah akun ke blokir terus reset password scan wajah malah gak bisa, katanya hp jangan goyang padahal hp disandarkan ditembok gak dipegang gak goyang malah tetap gak bisa, maunya apa sih, kalo emang udah gak bisa digunakan lagi ya udah saya uninstall aja gimana????!!!!!",1,14,2.7.10,2025-12-19 20:29:23+00:00,"Hai, Kak Ricard. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2025-12-19 21:00:24,2.7.10,Dataset/dataset\BLU_googleplay_DECEMBER_reviews.csv
