reviewId,content,sentiment
ed29a5d9-4f3a-454e-b973-315b40e37050,"kebijakan nya kurang bagus, kendala top up harus nunggu proses 1x24 jam, habis itu harus nunggu lagi 1-3hari",2
3d594ab3-ef4e-402d-9626-e6232149d219,"Saya topup mobile legend di myxl pembayaran lewat ovo. Saldo ovo sudah terpotong,namun di aplikasi myxl dinyatakan gagal, dan saya cek diamond juga belum naik",2
b6a78d42-030e-47a5-802f-fb3d29dac063,"terlalu sering gangguan jdi gabisa transfer. ini permasalahan dari dulu, knpa tidak diperbaiki?",2
fc619bc4-eb5f-4e44-b465-4ef85b6bed64,lama transfer!!,2
6182ce9b-dafd-48eb-818d-db1b13553c2f,"Jangan kuatir, ini cuma sementara blablalalallala, dikira bayar qris mau nungguin gangguan? Bawa ewallet buat jadi mudah, malah nyusahin 👎👎👎👎👎👎👎👎👎👎",2
798c6dbb-dad7-4e52-ae28-1255c34ac4b0,"Baguss bngt, selain jarang ada gangguan di apk nya, Cs nya gercep poll woyy pas bikin aduan salah tf. SUKAKKK POLLL pokoknya, sukses terus untuk BANK MANDIRI 😍❤❤",1
6123062d-f7cb-47dd-ac08-71ba79a616e6,"transfer ga masuk masuk nunggu 1 minggi baru masuk , kocak",2
524121d1-7171-4d84-a2df-9388cfa742ee,"sering eror apalagi klo pagi2 😌, n terkadang tf kapan masuknya kapan 🥲, mau berpergian pagi2 mau top up go pay buat naik ojek tapi keseringan eror padahal sinyal aman ujung2 nya telat tempat tujuan 🤣 mau pakai buat bayar tapi muter2 aja, eror ga ada sinyal (ini sinyal padahal aman ya) ujung2 nya malu2in harus minta bayarin temen 🤭 nanti saya ubah ulasan saya klo udh lancar ya 👍",2
991c80ac-12ae-4f06-a541-80ea92f2f6cb,bermanfaat bisa bayar pake qris dan cod jadi praktis sekali,1
714779ff-3590-4dfe-b3b2-f0367a64a4b8,"gmn sih ,males nya pake ovo begini nih, orang mau TF aja hrs verifikasi.sdh di fotoin KTP nya bener,malah balik LG di suruh di ulang2 LG fotoin KTP nya.ribet banget sih pakai ovo.tlg dong jgn di persulit.",2
641659ac-1ff9-4962-853a-427d957445fb,sering pinjam di gopay klau lagi urgent doang. itpun langsung dibayar kaga pernah telat.. tapi disaat urgent. kondisi malam. gak ada saldo ada nya cash. cuma buat co hrus tf. bisa bisa nya di tolak.. gak seberapa cuma 200k. ehh harus masukin syart BPKB. hadeuh. gak lagi deh yaa. maaf,2
7ae507e0-462b-413b-a31f-e9689ffdbb4b,"saya sudah dowload dan mau login, tetapi tidak bisa keterangan selalu perbaikan",2
087b05fe-9870-4cd7-b976-72dead6c8100,gak ada tf lewat e wallet diiihhh,2
f98d3da6-c100-4b8c-96e3-c38f44e0b596,ini tf jam 1 pagi ko ga masuk2 duh kacau,2
7eba851b-64d8-4500-abd0-8e15e41aa623,"kesulitan login saat verifikasi wajah, padahal sudah mengikuti instruksi berkedip",2
6acc5d99-2f52-40c9-9e1d-8b4863d637c0,"sejauh ini menggunakan aplikasi terkait perbankan. aku lebih suka dengan fitur mandiri yang selalu memberikan kemudahan bagi customer nya seperti setor tarik tanpa kartu, QR terima transfer, dsb. yang belum tentu dibank lain ada. ada fitur keamanan juga terkait deteksi telpon jadi kita jadi lebih aware terkait bahaya gendam atau penipuan melalui telpon. thank u, semoga lebih berkembang lagi kedepannya",1
8e8d9167-04a2-4faf-a74b-84c47869f332,"Sabtu tgl 18 Oktober 2025 buat kalian jangan pakai GOPAY sebelum menyesal, saya pakai gopay dari tahun 2018 sebelumnya lancar-lancar saja tidak ada kendala atau gangguan, sekarang transfer pending sudah 2 hari kerja saya baru kali ini merasakannya duit entah kmna, saya kecewa sama gopay dengan alasan bank penerima sedang gangguan/maintenance pdahal itu di jam kerja, jadi kalau menurut saya ini dari pihak GOPAY Yang bermasalah , saya sangat kecewa dengan kendala saya ini saya kapok pakai gopay",2
4ef36fab-b80d-49c2-9dad-75424f3d36a5,gk bisa top up clash of clan,2
f3c9b153-e750-4b92-b2b3-3b5ae1c7173b,Sering Sekali Terjadi Masalah TF Di Apk ovo ini Di Perbaiki Masalah ini.,2
e0b0937e-c323-4990-ad81-82ca388d0910,"oogin nya dipersulit karena ada event padahal udh lama login cuma"" hp kereset",2
33d53689-72ac-490b-9f78-850dce9fc77c,payah lama saya tf beli makanan kaga berhasil,2
c0d19d01-ba36-494f-8bf2-1b590e58bec1,"saya mau top up kok tiba-tiba dikasih peringatan aktifitas tidak wajar. mohon untuk segara di tanggap ini, udah hampir seminggu saya tunggu",2
6ddb49a5-61ac-4a66-989d-4bde95fd3f34,josht bisa Tf ke semua e wallet no pajak,1
2dcd0bfc-d007-4b78-ba68-90913705e8ff,"mau topup diamond mobil legend itu susah,karena minta masukkan angka zona,itu cara mengetahui angka zona akun mobil legend kita gmn y...,sdh cb cari tutorialnya diyoutube gk nemu2,jd gk bs dung topup diamond digopay.",2
515d7450-c467-4763-8ff8-29bb71a65b75,"Hari ini topup ke gopay pendingnya lama banget, udah hubungi CS tidak ada jawaban.",2
14575a72-c05a-4f7d-8f5e-c2119711f81c,top up tidak bisa masuk. saldo ku tidak bertambah. kecewa,2
c2e8e1d6-783b-430e-9392-09f1151dd8e7,apasih gk jelas bet ni app padahal gw kemaren bisa top up kok sekarang gk bisa😡😡,2
f67129e0-4d7c-41f3-9ae9-50d039973ffe,"saya kecewa, menggunakan gopay, saya melakukan top up, sudah menunggu 2 hari blum juga masuk, tanpa ada kepastian yang jelas, semntara itu uang buat kebutuhan,, seblum dwonload aplikasi ini tolong buat kawan kawan dipikirkan lagi",2
1ca7da28-5a57-44de-8593-e82c173279e3,saya TF ke dana uang belum masuk Saldo udah kepotong di shopee pay. dan sampai saat ini blum di tanganni . GK ada tangung jawabnya sama sekali. bukanya saya menjelekkan tp kenyataan nya gitu . setiap chat cuma suruh nunggu. bikin takut aplikasi anda. saya juga ada bukti,2
0353fb18-22b4-46e0-9d12-c377f2b8a108,kenapa tiba tiba.apk saya log out.d saat login kembali tidak bisa? dan pada akhirnya akun saya terblokir,2
27206a48-56e4-414f-bbfe-a48eafd6728b,"Parah disuruh scan wajah malah ga bisa, Mau login aja dipersulit, padahal sinyal dan pencahayaan udh mendukung 😑",2
33d6fae7-9a42-4a31-a362-ea1be9124912,"Semua kena biaya pembayaran, yg awalnya tidak ada sekarang malah ada biaya. contoh: top up Dana, di BCA aja ga ada kena biaya untuk topup. Beli alfamidi kena juga, belanja shopee kena juga 👍👍 Makin mantabbbb",2
1e767d6e-8489-4d3a-bf22-e0156ebce02c,mau login aja susahnya minta ampun,2
0366e615-982b-4d61-a404-7507e2274672,"aplikasi nya bagus bangget ada beberapa fitur juga keren bangget dah top ini. tapi di sisi lain ada masalah nya satu yaitu pada saat saya transaksi/top up tidak bisa, mengapa? udah beberapa hari saya coba masih saja tetep tidak bisa, apakah akan di bales ini nanti!!",2
7b275ace-4118-44c3-a35d-07c4db186d84,ini kenapa ovo kalau saya top up setelah berhasil masuk saldo tapi berkurang 2rb padahal di top up nya udah dikasih admin malah di ovo berkurang 2rb tolong di perbaiki,2
a89392f0-3953-48cd-a7ba-7537872bb31e,gw udh pake ni apl udh lama tapi kok dari kemaren gw mau top up kgk bisa katanya gw melakukan sesuatu yang terdeteksi,2
c005f5ad-9be8-4049-8ad6-314a34d4b4d6,pembayaran pakai qris agak lama prosesnya,2
eaa1c47f-de09-4c65-b262-ab15f8b87927,"Ini bagaimana gak bisa beli pulsa / data, pembeeitahuan gagal memuat konten, transfer juga gak bisa, sudah 3hari, tolong diperbaiki segera",2
6d722169-4832-4bfd-af70-d7c70333ae69,goPay transfer jadi makin enek,2
f860608c-826b-42a1-a2e6-045b03cd72e0,"hati"" ini apk masak gw topup uda 3 hari gak masuk masuk malah kalok lapor tunggu 2x24 jam sampek sekarang gak masuk"" aneh",2
0a7b4131-f0a4-466f-b68c-54fd8451a97d,"sy pengguna lama bank mandiri,baru sekarang agk kecewa.bulan² kemaren sy top up pulsa 100 g ad biaya,bulan sekarang ad biaya 2000.pdahal tiap bulan udh ad potongan admin 16 ribu,belom lg klo TF TF k bank lain..apakah masih kurang biaya segitu msih aj nmbah k yg lain.kita nasabah jd pusing",2
4a6da201-20e3-4110-b552-624b52493c6c,jaringanya jelek setiap melakukan pembayaran Qris selalu gagal,2
82e1b7a7-e1f9-4429-a5c0-781a57f2bb6f,"bank apa ini,, aku percaya kan uang ku di bank ini,, gaji ku dr kerja TKW ku TF ke bank ini,, giliran mau TF ke keluarga malah d blokir,, orang tua dan anak sudah ke bank buat permohonan agar bisa d buka blokiran nya,, malah saya sendiri harus ke bank,, dri mana jalan cerita nya saya jauh merantau ke luar negri malah suruh ke bank indo,, tak patut di percaya ini",2
77246977-4aab-44e5-bca6-fe92cf0f686d,"aplikasi penipu nyesel upgrade ke ovo nabung di notif ada promo diskon grabfood 99% sampai 50k dan masih banyak lagi promonya termasuk gratis TF ke semua bank nyatanya nipu semua voucher diskon grabfood 3 hari saya pantau di grab gak muncul kalo pakai pembayaran ovo nabung dan lawaknya lagi katanya TF gratis ke semua bank nyatanya ada biaya admin 2500 disaat yg lain berlomba lomba ada kuota gratis TF tapi di ovo masih ada biaya admin ini lah itu lah, kalo ada opsi hapus akun ovo udah ku hapus💩",2
29acda4a-113d-4b4f-b334-c1a7cb3679f5,bagus sangat membantu saat transfer je bank,1
4875f979-45a4-4a6b-82ba-c18dc2730f0a,sya cba apdet dlu klw sda bsa transfer bru kasi lima bintang,0
adf93fce-9557-492f-b757-bf2bff0694a3,"saat mau verifikasi wajah selalu gagal , waktu habis , aplikasi nya gak jelas , tolong pihak bank mandiri perbaiki lagi tu aplikasi",2
38dd2518-e103-4a0e-a0fd-3b13f28c8420,gopay saya gak bisa transfer,2
6094dfca-6759-4402-814b-8688a0af0626,kenapa saya transfer lewat shoopepay ke ewallet dana mutasi transfer berhasil tapi saldo belum masuk,2
8dadb158-ff7b-49b8-b3a5-78e2f4554302,aplikasi nya emang bagus tpi gopay coin nya ituloh gk bisa masuk dan buat top up game gk bisa gua coba awal bisa tpi lama lama gk bisa,2
3e818cc3-120b-4cf5-8406-fb11921c99e3,kenapa tiba-tiba ga bisa di buka pdhl mau belanja bayar qris yaampun tolong dongg di benerin lagi soalnya uangnya di sana semua,2
d407e412-5706-47a7-9145-3d5d2e5ff437,mantafff tf nya lancar,1
538bae2e-ffa6-4f3b-8d2c-6c69432e7079,"ini kenapa saya tidak bisa login, ini solusinya gimana?????",2
1c7071b9-61d1-4526-ad09-e07c8135d56e,kemarin topup di indomaret riwayat transaksi berhasil tp kok gak ada masuk di saldo..itu knpa ya😭😭😭,2
55fe7c74-e530-4341-8fff-42a97b06386c,"tolonglah dari jam 2 malam sampe sekarang belum masuk top up nya, padahal di konter udah berhasil top up",2
ce997bb2-659a-4867-8632-8759a2b04fc9,"Day 1 pakai bank jago dan ga bisa login. Pin sudah betul tapi selalu ada notifikasi maaf, sedang gangguan coba sebentar lagi. Please help me, apa yang salah dari cara login nya",2
6f5c00ac-367c-453a-aa38-719428e652be,kenapa pas login slalu internet terputus padahal saya pakai wifi,2
ce91e7d9-4ea8-4096-98de-25734f024971,"udah ga prnh ada promo, disaat SHOPEPAY, GOPAY, DANA kasih fisilitas transfer gratis.. tapi bayar kadang error pas masukin pin, muter2 mulu..",2
cb73b5d8-28d1-4bc0-92d9-1b9ab634f545,"Saya baru ganti hp. Yang jadi permasalahan, setiap mau melakukan transaksi—misal bayar pake qris, selalu dimintain verifikasi wajah terus-menerus. Jadi memperlambat waktu transaksi.",2
8238da03-b15d-4a3c-9e14-2c1eb457aa89,"sekarang gopay jadi aneh, tiba-tiba penyedotan uang dari pay store tanpa ada notifikasi atau persetujuan, terus harus verivikasi ulang pake wajah sudah di coba berkali-kali gagal terus dengan alasan pencahayaan.",2
3f38b14d-59e5-44d8-a533-9d0303175bbe,baru juga login udah dapat uang yaa walaupun sedikit harus bersyukur,1
394cd66e-d7a6-4a7a-8653-ad87046c6389,"Jadi gini, Hp saya hilang, otomatis no hp juga ikut hilang, dan yup gopay ga bisa di buka, hilang jg saldonya, dah seminggu ini hubungi cs , blum juga ada tangapan, saran saya tambahkan verif otp via email minimal, kau minta identifi ktp pun ada ini, masa iya ga ada tanggapan",2
f3f34664-328e-45ed-b2a0-d28a2d0e90c5,katanya kalo top up bisa uang kembali kok punya gua uang nya GK kembali🗿,2
25d5843d-4abd-456a-af72-bcb48e70ec75,"sangat membantu, apalagi free TF nya",1
31855785-ee7d-44d3-9ee8-391d036b6c15,"kok saldo ovo sering terpotong sebelum melakukan pemabayaran, dimetode qris, aneh setiap dibatalkan saldo terpotong terus",2
d8ea028b-c978-4f46-87d8-ee44ac46d4aa,"ini sekedar saran aja sih, tapi proses loading login dan pembayaran qris di aplikasi blu masih tergolong lama banget. kadang kita mau buru buru bayar kudu lama nunggu. semoga bisa diupgrade aplikasi nya biar loadingnya lebih cepat.",2
47dc41a2-fcbb-41d8-8f1a-c5554ca470ec,udah menunggu lebih dari kata 3 hari ini udah berminggu-minggu masih belum bisa buat top up game sebenarnya memang di perbaiki atau cuma di biarkan sih yaelah padahal melaporkan ini di dalam akun juga masih bilang 3 hari orang ini saya udah laporan 3 hari 1x 3 hari lagi 1 x masih aja gitu gitu mulu anehh bener nih pihak gpy,2
f651a05b-4a16-4473-8d1c-76f73621e0a8,"apk ga guna, masa akun tiba-tiba keluar sendiri, udah di login ulang, minta code secyuriti gagal terus, padahal sandi nya benar, ujung"" nya akun di blokir, mending download apk dana lebih nyaman",2
81d228f8-8e27-4987-8648-72171ae8ee1c,"verifikasi wajah selalu gagal, padahal sudah sesuai aturan. tolong diperbaiki lagi sistem nya",2
adc73fd6-4102-484b-a389-90d8c5319917,"Saya top up 400000 ovo di Indomaret tgl 23 sampe sekarang blm masuk kata pihak Indomaret blm ada tanggapan dari pihak ovo ,jadi bagaimana ini tolong di respon???",2
bd153207-8f20-4f9f-ba57-bbdf3885d324,tolong verifikasi wajah saya kok gagal terus ya mau buat transfer solusi gmb??,2
9aa08f1b-7f2b-4755-975f-5c6c207f357e,woyy tolong lah KLO urgent kaya gini jgn pending Mulu qris nya,2
c107ed41-4ad7-451f-8e24-5f000d9fb8f1,"saya sudah reset password, tetapi pas mencoba untuk login dengan password keterangannya 'password salah'",2
d02c9711-139f-4251-9cbf-1ac8b89d0693,"jelek bgtt mau reset pin aja hrs verif lewat sms, sedangkan sms aja lambat bgt masuk nya najisss",2
61afe9a6-ea58-4ac5-8f64-8b98a9a840e6,"tidak bisa login kembali setelah reset pabrik, setelah verifikasi wajah kembali ke login, sangat sulit login",2
3e1c6b17-e8e7-4671-b528-7f0c8652c189,"BALIKIN DUIT GUA 1,8 GUA GA BISA TRANSFER GA BISA TARIK TUNAI UDAH NUNGGU 4 HARI BLOM BISA JUGA UDAH SEMINGGU SKRNG BLOM BISA JUGA, UDAH VERIFIKASI UDAH FLUS TETEP GA BISA MALAH DI SURUH NUNGGU LAGI,😒",2
10fb7b09-8b40-4c7a-93db-90e824482a66,Ni Livin kok sering eror ya?sekarang buat kurim qris pake foto gag bisa,2
a2faadf3-3a98-40cc-80d7-2146ecf914ec,"aplikasi yg sangat praktis,, baru kali bisa TF,beli all item dengan mudah,, mksih go pay...",1
b4e2e7da-bf1a-4c61-9f62-ac16946e7346,"lebih pasti dan cepat, terutama untuk top up e toll",1
7ecc113c-6805-4ec3-8048-493045892cb0,"sumpah ribet bgt , kl mau top up game hrs keluar aplikasi. malah pas di klik konfirm lari ya ke google play. trus ngulang lg. muter2 aja trus . ga kelar2 ...",2
6a19a53b-56cb-4f16-b556-4d8e04bafc07,"pengalaman error ga bisa login dan ga bisa transfer bikin kesel. Padahal jaringan saya lancar-lancar aja, tapi dipake buat masuk ke aplikasi Blu malah ga bisa terus.",2
742b2619-869f-424e-8878-ac91187ee95e,Aplikasi gak ribet kalau buru buru mau tf,1
5f8d64a3-3a42-4493-b4ba-0087164abec4,sekarang top up dana aja ada adminnya,2
d41ac3ae-29f2-45ff-b34b-23272b6b6371,ka saya tidak bisa login,2
f1d3d1b6-c1b7-491f-a714-4bb00efd56fc,mantap baru login lansung dapet RP1 dan lansung beli paket 1GB 1hari harga RP1 wihh keren,1
1859b098-a47f-49de-bf9b-4b1452e46759,"tanpa masalah, membantu kebutuhan TF TF, ada bonus2, suka!",1
50491863-c85c-4d98-99f7-8c481aad3de3,"halo ka, saya mau tanya kenapa ya setiap mau topup dana selalu nomor salah, padahal sebelumnya bisa dengan nomor yang sama",2
8823aefc-9b2f-4481-905b-e515481a9a19,"saya lupa password, dan saya belum lihat nomor kartu debit saya, akibatnya saya tidak bisa login kembali, saya sudah menghubungi call center livin dan no whatsapp tapi tidak bisa bantu saya. tolong padahal saya baru ngisi saldo 200 rebu",2
959aafba-522b-4942-ab31-453cb850bd9b,"dari segi grafis untuk transaksi dan transfer sudah bagus, coba diperbaharui ada fitur untuk menghapus transaksi dan transfer",1
6f51e631-b36d-4f71-ad9e-482ac47fb44f,kenapa top up makin ribet. mesti cari ovo blooth gk ada yg deket. duhhh,2
03119e8c-4e93-4dc5-9e0f-5f91f4fbf064,ribet banget mau login.gak bisa²,2
b239c5ed-d1d6-484f-9286-e2b84eebe25c,susah muka nyh,2
478ec64a-16e7-4a67-8529-32bad414750d,ni aplikas sering main tipu tipu... kita trf laporan berhasil tp dana belum masuk.. setelah menelpin br di tanggapi n menunggu s. d skr belum masuk dananya,2
46c95117-0b4d-4e92-97cd-59bb0e388525,"gimana si aplikasi lama bnget peninjauan buat jadi akun premier aja,duit gw jadi kaga bisa di pake di tf kaga bisa tarik tunai kaga bisa",2
aaf5bde7-fbcb-424b-836a-c65443ef8764,parah transfer pending sudah dua hari msh di proses sampai sekarang tdk ada kejelasan benar-benar kecewa,2
97c45bc6-4367-419f-808f-5e4576001517,"kenapa susah login,ada notifikasi email dan no telp sudah terdaftar padahal email saya baru",2
2feaabd8-a8b1-423f-9969-bdab3a9224ef,udah minimal top up 20.000. ada potongannya pula. mending aplikasi biru daripada ini gak worth it samsek,2
a9cfd56c-aace-400d-b6cb-c075847cb65b,"setiap topup dipotong 1 ribu,males bgt pake gopay",2
50422014-b4ee-430c-a4ef-aeb90540c7a6,Sangat tidak remondasi gagal Mulu top up mau lu apa sihh gopay sampah,2
81cb9b64-25c6-4bbc-a272-e65bf7e3448e,setelah di update kok ga ada fitur login?ada juga daftar lahhh bagaimana login ke aplikasinya tolol,2
5a94fc21-312f-4080-82a0-136516a82028,top up wdp aja ga jls banyak yg ngeluh tuh di dimana aja top up diamond pada blm masuk tapi saldo udh ke potong diamon nya mah ga tau kemana punya gw juga sama blm masuk¹ pembayaran berhasil diamond blm di kirim¹ bikin laporan di respon nya udh kaya orng sibuk lama banget jadi mls pake aplikasi gopay banyak gangguan,2
357ab1ce-86dd-4aa0-ae72-ae4d2cce3bac,"aplikasi ewallet paling anjyiiing, kenapa si cuma ovo doang yg admin ditanggung penerima bukan pengirim, stiap orng TF ke ovo utk bayar ojol pasti dipermasalahkan oleh pengirim dan mereka maunya TF sesuai nominal tanpa admin! tolong lah diperbaiki lg perihal admin ini, ubah jadi beban pengirim bukan beban penerima!",2
7a015b21-bb58-4189-aaa7-708e1a3e869d,gede banget biaya TF nya parah,2
4faa6dd1-eb26-4181-ae69-65d14ad1969b,aplikasi nya bagus mudah di gunakan dan bisa transfer ke mana sja,1
7c279315-2348-49b9-bf69-5a7546aa6bd9,"sering kali pengalaman tranfer ovo sering pending, udh biaya adminnya gede topup kna admin tranfer kna admin,",2
94e0fa42-e4da-463f-b527-4b75adb050ae,saya mau login ke akun ovo tidak bisa karena kode verifikasi sudah abis cara nya bagaimana ya,0
e4b06401-d882-4de4-94e2-cd7d97d4bc22,top up nya terlalu mahal coba sesuaikan dengan aplikasi lain 5000 aja,2
a0915555-fe3e-49a2-b5c8-b697d4b3d44e,"sering error, top up kadang lancar kadang juga macet, gak masuk masuk, setiap hubungi cs selalu jawabannya gak memuaskan, karena yang melayani robot, jadi gak bisa sesuai harapan dari setiap pertanyaan dan akhirnya gak ada solusi. tolong dong jangan pakai robot untuk pelayanannya.",2
062d3295-bc88-41e5-8158-1c1b5a24f513,"qris selalu bermasalah, gagal bayar terus gimana ini",2
d8030687-7401-42ea-bad6-4b542302adb4,ini knpa tiba tiba keluar sendiri mau login lagi kgk bisa udh seminggu kacau. udh kartu fisik kgk punya,2
e6d4830b-5f2e-4d2e-af04-6a51005a661f,"trnasfer ke ovo pake admin 1000, ehh di ovo nya kepotong lagi dong 2000. dari ovo mau transfer ke bank juga gak bisa, mana pas mau bayar gofood sering crash lagi gak enak ama abangnya -_-",2
042152a6-a111-41be-a9e1-a3d0e35586f1,transfer lebih muda,0
9e7701df-83c8-4e4d-b62d-c50fb59eb78f,untuk verifikasi wajah agak susah dan stock atribut buat driver kosong terpaksa beli atribut Shopee diluar prosedur maksut rencana saya agar bisa saya bekerja tapi sampai sekarang tidak bisa... !! jadi bagaimana Shopee bisa maju di kota pematang siantar ini sedangkan para mitra dan pegawai Shopee begini kerjanya atitut bekerja kurang... jadi kapan saya bisa bergabung...? terimakasih,2
f87dc085-5534-4757-a85f-9f6daab8527f,"setiap login ""yah terputus...coba kami sambungin lagi yaa"" udah berkali-kali nyoba dihari yang berbeda kaya gitu teruss, gimana nanti pas mau transaksi klo misalnya begitu trsss. tolong dong diperbaiki",2
b10794b8-3153-4f8b-adae-ab567da7c6f2,"gopay, kemana uang saya 103rb kui top up orang beli pulsa dan bayaran nya itu di top up dari BCA sebesar 103rb. kembalikan jangan di ambil uang orang. Kamu kerja kami juga kerja dengan uang ini. tolong angka ini bagian Klian kecil tapi bagi kami sangat berarti...jadi kembalikan dan bales pesan ini🙏",2
6cf790a0-b0b2-4cc5-a1ca-3e1b008ca458,"kalo payroll gapake livin gabakal pake livin , udah ga 24 jam ,top up ke e wallet di kanakan biaya transaksi,padahal yang lain gratis ,ada lagi baru aja bayar tagihan dikenain biaya administrasi padahal bank lain gaada yang ngenain biaya transaksi ini ,kalau bisa kasih bintang minus pasti udah bintang minus nih aplikasi",2
630b36f4-9c25-4b24-9a86-db644fc1f4c8,kenapa saya ga bisa login ya?,0
bd848bf0-6bac-443d-8425-66dd53106cfd,"min knpa living saya , waktu mau bagikan resi transfer suka keluar sendiri ya",2
3ade284b-be7a-4224-8f77-7c02cb9d2159,"bagus, tidak perlu prem buat transfer.",1
eb3cf170-bb74-4212-8827-2382e9a297df,sudah 8hari saldo top up belum masuk hadeh,2
143ddf70-8a94-450d-8821-20bda5c854f1,saat transfer suka gagal.,2
40078af3-95a5-41c8-a318-943d9048fef7,malam ko sy sudah top up saldo ovo saya tidak masuk ya,2
4ea13b7e-1023-483b-a9b1-95c157d70111,"ini kenapa min, kan gw mau top up ml pas mau bayar, malah keluar tulisan,gak bisa lanjutin transaksi ini katanya karna aktivitas tidak wajar, padahal gw gak ngapain- ngapain, tolong perbaiki lagi",2
a9b78c9e-d3b8-4603-86e2-47cb33d329bf,sekarang aku bisa top up,1
f21cf537-18b1-439a-a3aa-2f6713faa117,tolong donk aplikasi diperbaiki jangan cuma nambahin fitur tapi sistemnya juga... masuk ke livin jadi susah banget sering banget malu loooh didepan kasir berkali kali login ga bisa padahal kuota inet ku masih 80gb ga mungkin karena inet donk bahkan pakai wifipun sama.. kesel banget aku tuh,2
2f2523eb-30df-4c2c-86cc-43ed610f658f,kenapa apk dana di pasang di handphone saya Ndak bisa login,2
5ad60f78-79ef-4612-a4b1-3ab50918bf28,transfer lambat 24 jam baru kelar,2
a6edba67-6bbf-494b-a3ea-121e080c197b,sangat mudah dan tidak ada biaya transfer,1
f510d749-8259-4574-922c-6652f4733ed7,"hari ini gak bisa login, gimana nih",2
61085f06-57e9-40c3-9e7d-de3e9f0361f3,verifikasi wajah gimana udah sesuai aturan malah suruh ulang terus,2
29da7858-15a7-4bad-88f9-5e9d009f40a5,aplikasi yg sangat membantu untuk kebutuhan transfer dan pembayaran tagihan... mantappp,1
8309b824-7e6a-45fa-be46-138a72d8ad4c,Transfer saldo dari saldo gopay ke bank berhasil tapi saldonya tidak masuk..dari kemarin cuma di suruh nunggu nunggu terus tidak jelas...,2
4fd1115a-f718-4728-880d-f7c75e8cb3f5,aplikasi apa ini buruk banget masa top up udh ada notif masuk pas dicek belum masuk aplikasi bodong ya gini kecewa²,2
c49bf68a-1be4-470d-97d0-900310604488,tidak bisa transfer ke dana,2
