Unnamed: 0,reviewId,content,normalized
37,6ddb49a5-61ac-4a66-989d-4bde95fd3f34,josht bisa Tf ke semua e wallet no pajak,josht bisa mentransfer ke semua dompet digital tanpa pajak
38,2dcd0bfc-d007-4b78-ba68-90913705e8ff,"mau topup diamond mobil legend itu susah,karena minta masukkan angka zona,itu cara mengetahui angka zona akun mobil legend kita gmn y...,sdh cb cari tutorialnya diyoutube gk nemu2,jd gk bs dung topup diamond digopay.",mau melakukan top up diamond mobile legends itu susah karena diminta memasukkan angka zona bagaimana cara mengetahui angka zona pada akun mobile legends kita sudah mencoba mencari tutorialnya di youtube tetapi tidak ditemukan jadi tidak bisa top up diamond di gopay
39,515d7450-c467-4763-8ff8-29bb71a65b75,"Hari ini topup ke gopay pendingnya lama banget, udah hubungi CS tidak ada jawaban.",hari ini pengisian saldo gopay tertunda sangat lama saya sudah menghubungi layanan pelanggan tidak ada jawaban
40,14575a72-c05a-4f7d-8f5e-c2119711f81c,top up tidak bisa masuk. saldo ku tidak bertambah. kecewa,isi ulang tidak dapat diproses saldo saya tidak bertambah kecewa
41,c2e8e1d6-783b-430e-9392-09f1151dd8e7,apasih gk jelas bet ni app padahal gw kemaren bisa top up kok sekarang gk bisa😡😡,mengapa aplikasi ini tidak jelas sekali padahal saya kemarin bisa mengisi saldo tetapi sekarang tidak bisa
42,f67129e0-4d7c-41f3-9ae9-50d039973ffe,"saya kecewa, menggunakan gopay, saya melakukan top up, sudah menunggu 2 hari blum juga masuk, tanpa ada kepastian yang jelas, semntara itu uang buat kebutuhan,, seblum dwonload aplikasi ini tolong buat kawan kawan dipikirkan lagi",saya kecewa menggunakan gopay saya melakukan pengisian saldo sudah menunggu dua hari belum juga masuk tanpa ada kepastian yang jelas sementara itu uang untuk kebutuhan sebelum mengunduh aplikasi ini tolong teman teman dipikirkan kembali
43,1ca7da28-5a57-44de-8593-e82c173279e3,saya TF ke dana uang belum masuk Saldo udah kepotong di shopee pay. dan sampai saat ini blum di tanganni . GK ada tangung jawabnya sama sekali. bukanya saya menjelekkan tp kenyataan nya gitu . setiap chat cuma suruh nunggu. bikin takut aplikasi anda. saya juga ada bukti,saya telah mentransfer ke dana uang saldo belum masuk telah terpotong di shopee pay dan hingga saat ini belum ditangani tidak ada tanggung jawabnya sama sekali bukan saya menjelekkan melainkan kenyataannya demikian setiap chat hanya suruh menunggu membuat anda takut terhadap aplikasi anda saya juga mempunyai bukti
44,0353fb18-22b4-46e0-9d12-c377f2b8a108,kenapa tiba tiba.apk saya log out.d saat login kembali tidak bisa? dan pada akhirnya akun saya terblokir,mengapa aplikasi saya tiba tiba keluar saat mencoba masuk kembali tidak bisa dan pada akhirnya akun saya terblokir
126,27206a48-56e4-414f-bbfe-a48eafd6728b,"Parah disuruh scan wajah malah ga bisa, Mau login aja dipersulit, padahal sinyal dan pencahayaan udh mendukung 😑",sangat mengecewakan diminta melakukan pemindaian wajah tetapi tidak bisa sangat membebani untuk masuk meskipun sinyal dan pencahayaan sudah mendukung
45,33d6fae7-9a42-4a31-a362-ea1be9124912,"Semua kena biaya pembayaran, yg awalnya tidak ada sekarang malah ada biaya. contoh: top up Dana, di BCA aja ga ada kena biaya untuk topup. Beli alfamidi kena juga, belanja shopee kena juga 👍👍 Makin mantabbbb",semua dikenai biaya pembayaran yang awalnya tidak ada sekarang justru ada biaya contoh isi ulang dana di bank bca saja tidak ada biaya untuk isi ulang belanja di alfamidi juga dikenai biaya belanja di shopee juga semakin mantap
46,1e767d6e-8489-4d3a-bf22-e0156ebce02c,mau login aja susahnya minta ampun,ingin masuk saja sulitnya minta ampun
47,0366e615-982b-4d61-a404-7507e2274672,"aplikasi nya bagus bangget ada beberapa fitur juga keren bangget dah top ini. tapi di sisi lain ada masalah nya satu yaitu pada saat saya transaksi/top up tidak bisa, mengapa? udah beberapa hari saya coba masih saja tetep tidak bisa, apakah akan di bales ini nanti!!",aplikasinya sangat bagus terdapat beberapa fitur yang juga menarik namun di sisi lain ada satu masalah yaitu saat saya melakukan transaksi top up tidak bisa mengapa sudah beberapa hari saya mencoba tetap tidak bisa apakah nanti akan ada balasan
48,7b275ace-4118-44c3-a35d-07c4db186d84,ini kenapa ovo kalau saya top up setelah berhasil masuk saldo tapi berkurang 2rb padahal di top up nya udah dikasih admin malah di ovo berkurang 2rb tolong di perbaiki,mengapa ovo ketika saya melakukan isi ulang saldo setelah berhasil masuk saldo tetapi berkurang rb padahal pada isi ulang tersebut sudah diberikan admin malah di ovo berkurang rb tolong diperbaiki
49,a89392f0-3953-48cd-a7ba-7537872bb31e,gw udh pake ni apl udh lama tapi kok dari kemaren gw mau top up kgk bisa katanya gw melakukan sesuatu yang terdeteksi,saya sudah menggunakan aplikasi ini cukup lama tetapi mengapa sejak kemarin saya ingin mengisi saldo tidak bisa katanya saya melakukan sesuatu yang terdeteksi
50,c005f5ad-9be8-4049-8ad6-314a34d4b4d6,pembayaran pakai qris agak lama prosesnya,pembayaran menggunakan qris memerlukan waktu proses yang cukup lama
51,eaa1c47f-de09-4c65-b262-ab15f8b87927,"Ini bagaimana gak bisa beli pulsa / data, pembeeitahuan gagal memuat konten, transfer juga gak bisa, sudah 3hari, tolong diperbaiki segera",begini bagaimana saya tidak bisa membeli pulsa maupun data pemberitahuan gagal memuat konten transfer juga tidak bisa sudah beberapa hari mohon segera diperbaiki
52,6d722169-4832-4bfd-af70-d7c70333ae69,goPay transfer jadi makin enek,transfer gopay semakin menjengkelkan
53,f860608c-826b-42a1-a2e6-045b03cd72e0,"hati"" ini apk masak gw topup uda 3 hari gak masuk masuk malah kalok lapor tunggu 2x24 jam sampek sekarang gak masuk"" aneh",ini pengisian saldo pada aplikasi saya tidak masuk sudah beberapa hari dan jika dilaporkan harus menunggu waktu lama sampai sekarang tetap tidak masuk aneh
54,0a7b4131-f0a4-466f-b68c-54fd8451a97d,"sy pengguna lama bank mandiri,baru sekarang agk kecewa.bulan² kemaren sy top up pulsa 100 g ad biaya,bulan sekarang ad biaya 2000.pdahal tiap bulan udh ad potongan admin 16 ribu,belom lg klo TF TF k bank lain..apakah masih kurang biaya segitu msih aj nmbah k yg lain.kita nasabah jd pusing",saya pengguna lama bank mandiri baru sekarang agak kecewa bulan kemarin saya top up pulsa ada biaya bulan ini ada biaya padahal tiap bulan sudah ada potongan admin belum lagi kalau transfer ke bank lain apakah biaya sebesar itu masih kurang masih ada biaya lain yang ditambahkan kita nasabah jadi pusing
55,4a6da201-20e3-4110-b552-624b52493c6c,jaringanya jelek setiap melakukan pembayaran Qris selalu gagal,jaringannya jelek setiap kali melakukan pembayaran qris selalu gagal
56,82e1b7a7-e1f9-4429-a5c0-781a57f2bb6f,"bank apa ini,, aku percaya kan uang ku di bank ini,, gaji ku dr kerja TKW ku TF ke bank ini,, giliran mau TF ke keluarga malah d blokir,, orang tua dan anak sudah ke bank buat permohonan agar bisa d buka blokiran nya,, malah saya sendiri harus ke bank,, dri mana jalan cerita nya saya jauh merantau ke luar negri malah suruh ke bank indo,, tak patut di percaya ini",bank apa ini saya percaya uang saya di bank ini gaji saya sebagai tenaga kerja wanita migran ditransfer ke bank ini giliran ingin mentransfer ke keluarga malah diblokir orang tua dan anak sudah ke bank untuk mengajukan permohonan agar blokirnya dibuka malah saya sendiri harus ke bank dari mana jalan ceritanya saya jauh merantau ke luar negeri malah disuruh ke bank indonesia ini tidak patut dipercaya
57,77246977-4aab-44e5-bca6-fe92cf0f686d,"aplikasi penipu nyesel upgrade ke ovo nabung di notif ada promo diskon grabfood 99% sampai 50k dan masih banyak lagi promonya termasuk gratis TF ke semua bank nyatanya nipu semua voucher diskon grabfood 3 hari saya pantau di grab gak muncul kalo pakai pembayaran ovo nabung dan lawaknya lagi katanya TF gratis ke semua bank nyatanya ada biaya admin 2500 disaat yg lain berlomba lomba ada kuota gratis TF tapi di ovo masih ada biaya admin ini lah itu lah, kalo ada opsi hapus akun ovo udah ku hapus💩",aplikasi penipu menyesal menaikkan ke ovo nabung di notifikasi ada promosi diskon grabfood dan masih banyak lagi promonya termasuk tf ke semua bank nyatanya menipu semua voucher diskon grabfood hari saya memantau di grab tidak muncul jika menggunakan pembayaran ovo nabung dan yang lucu katanya tf gratis ke semua bank nyatanya ada biaya admin saat yang lain berlomba lomba ada kuota tf tetapi di ovo masih ada biaya admin inilah itu jika ada opsi hapus akun ovo sudah saya hapus
58,29acda4a-113d-4b4f-b334-c1a7cb3679f5,bagus sangat membantu saat transfer je bank,bagus sangat membantu saat melakukan transfer ke bank
59,4875f979-45a4-4a6b-82ba-c18dc2730f0a,sya cba apdet dlu klw sda bsa transfer bru kasi lima bintang,saya mencoba mengupdate dulu kalau sudah bisa transfer baru memberikan lima bintang
254,adf93fce-9557-492f-b757-bf2bff0694a3,"saat mau verifikasi wajah selalu gagal , waktu habis , aplikasi nya gak jelas , tolong pihak bank mandiri perbaiki lagi tu aplikasi",ketika ingin verifikasi wajah selalu gagal karena waktu habis aplikasinya tidak jelas tolong pihak bank mandiri memperbaiki lagi aplikasinya
60,38dd2518-e103-4a0e-a0fd-3b13f28c8420,gopay saya gak bisa transfer,gopay saya tidak bisa melakukan transfer
61,6094dfca-6759-4402-814b-8688a0af0626,kenapa saya transfer lewat shoopepay ke ewallet dana mutasi transfer berhasil tapi saldo belum masuk,mengapa saya melakukan transfer melalui shopeepay ke ewallet mutasi dana transfer berhasil tetapi saldo belum masuk
62,8dadb158-ff7b-49b8-b3a5-78e2f4554302,aplikasi nya emang bagus tpi gopay coin nya ituloh gk bisa masuk dan buat top up game gk bisa gua coba awal bisa tpi lama lama gk bisa,aplikasinya memang bagus tetapi gopay koinnya itu tidak bisa masuk dan untuk isi ulang game tidak bisa saya coba pada awalnya bisa tetapi lama kelamaan tidak bisa
63,3e818cc3-120b-4cf5-8406-fb11921c99e3,kenapa tiba-tiba ga bisa di buka pdhl mau belanja bayar qris yaampun tolong dongg di benerin lagi soalnya uangnya di sana semua,mengapa tiba tiba tidak bisa dibuka padahal mau belanja membayar dengan qris ya ampun tolong dong diperbaiki lagi karena uangnya di sana semua
64,d407e412-5706-47a7-9145-3d5d2e5ff437,mantafff tf nya lancar,mantap pertarungan timnya lancar
65,538bae2e-ffa6-4f3b-8d2c-6c69432e7079,"ini kenapa saya tidak bisa login, ini solusinya gimana?????",mengapa saya tidak dapat masuk bagaimana solusinya
66,1c7071b9-61d1-4526-ad09-e07c8135d56e,kemarin topup di indomaret riwayat transaksi berhasil tp kok gak ada masuk di saldo..itu knpa ya😭😭😭,kemarin pengisian saldo di indomaret riwayat transaksi berhasil tetapi mengapa tidak masuk ke saldo 😭😭😭
67,55fe7c74-e530-4341-8fff-42a97b06386c,"tolonglah dari jam 2 malam sampe sekarang belum masuk top up nya, padahal di konter udah berhasil top up",tolong dari jam malam sampai sekarang belum masuk top upnya padahal di konter sudah berhasil top up
68,ce997bb2-659a-4867-8632-8759a2b04fc9,"Day 1 pakai bank jago dan ga bisa login. Pin sudah betul tapi selalu ada notifikasi maaf, sedang gangguan coba sebentar lagi. Please help me, apa yang salah dari cara login nya",hari pertama menggunakan bank jago tidak bisa login pin sudah betul tetapi selalu ada notifikasi maaf sedang gangguan coba sebentar lagi tolong bantu saya apa yang salah dari cara loginnya
69,6f5c00ac-367c-453a-aa38-719428e652be,kenapa pas login slalu internet terputus padahal saya pakai wifi,mengapa saat login koneksi internet selalu terputus meskipun saya menggunakan wifi
70,ce91e7d9-4ea8-4096-98de-25734f024971,"udah ga prnh ada promo, disaat SHOPEPAY, GOPAY, DANA kasih fisilitas transfer gratis.. tapi bayar kadang error pas masukin pin, muter2 mulu..",sudah tidak pernah ada promosi pada saat shopeepay gopay dana memberikan fasilitas transfer gratis namun pembayaran kadang eror saat memasukkan pin berputar putar terus
426,cb73b5d8-28d1-4bc0-92d9-1b9ab634f545,"Saya baru ganti hp. Yang jadi permasalahan, setiap mau melakukan transaksi—misal bayar pake qris, selalu dimintain verifikasi wajah terus-menerus. Jadi memperlambat waktu transaksi.",saya baru mengganti ponsel yang menjadi permasalahan setiap hendak melakukan transaksi misalnya membayar menggunakan qris selalu diminta verifikasi wajah terus menerus jadi memperlambat waktu transaksi
71,8238da03-b15d-4a3c-9e14-2c1eb457aa89,"sekarang gopay jadi aneh, tiba-tiba penyedotan uang dari pay store tanpa ada notifikasi atau persetujuan, terus harus verivikasi ulang pake wajah sudah di coba berkali-kali gagal terus dengan alasan pencahayaan.",sekarang gopay terasa tidak wajar kemudian terjadi penyedotan uang dari pay store tanpa adanya notifikasi maupun persetujuan lalu harus melakukan verifikasi ulang menggunakan wajah sudah dicoba berkali kali gagal terus dengan alasan pencahayaan
71,3f38b14d-59e5-44d8-a533-9d0303175bbe,baru juga login udah dapat uang yaa walaupun sedikit harus bersyukur,baru saja masuk ke akun sudah memperoleh uang meskipun sedikit harus bersyukur
58,394cd66e-d7a6-4a7a-8653-ad87046c6389,"Jadi gini, Hp saya hilang, otomatis no hp juga ikut hilang, dan yup gopay ga bisa di buka, hilang jg saldonya, dah seminggu ini hubungi cs , blum juga ada tangapan, saran saya tambahkan verif otp via email minimal, kau minta identifi ktp pun ada ini, masa iya ga ada tanggapan",jadi begini hp saya hilang otomatis nomor hp juga hilang dan gopay tidak bisa dibuka saldo juga hilang sudah seminggu ini menghubungi layanan pelanggan belum juga ada tanggapan saran saya adalah menambahkan verifikasi otp melalui email setidaknya anda meminta identitas ktp padahal ini ada mengapa tidak ada tanggapan
72,f3f34664-328e-45ed-b2a0-d28a2d0e90c5,katanya kalo top up bisa uang kembali kok punya gua uang nya GK kembali🗿,katanya jika isi ulang saldo dapat mengembalikan uang saya tetapi uang saya tidak kembali
73,25d5843d-4abd-456a-af72-bcb48e70ec75,"sangat membantu, apalagi free TF nya",sangat membantu apalagi gratis tf nya
74,31855785-ee7d-44d3-9ee8-391d036b6c15,"kok saldo ovo sering terpotong sebelum melakukan pemabayaran, dimetode qris, aneh setiap dibatalkan saldo terpotong terus",mengapa saldo ovo sering terpotong sebelum melakukan pembayaran melalui metode qris aneh setiap dibatalkan saldo terpotong terus
