reviewId,normalized,sentiment
2dcd0bfc-d007-4b78-ba68-90913705e8ff,mau melakukan top up diamond mobile legends itu susah karena diminta memasukkan angka zona bagaimana cara mengetahui angka zona pada akun mobile legends kita sudah mencoba mencari tutorialnya di youtube tetapi tidak ditemukan jadi tidak bisa top up diamond di gopay,negatif
515d7450-c467-4763-8ff8-29bb71a65b75,hari ini pengisian saldo gopay tertunda sangat lama saya sudah menghubungi layanan pelanggan tidak ada jawaban,negatif
14575a72-c05a-4f7d-8f5e-c2119711f81c,isi ulang tidak dapat diproses saldo saya tidak bertambah kecewa,negatif
c2e8e1d6-783b-430e-9392-09f1151dd8e7,mengapa aplikasi ini tidak jelas sekali padahal saya kemarin bisa mengisi saldo tetapi sekarang tidak bisa,negatif
f67129e0-4d7c-41f3-9ae9-50d039973ffe,saya kecewa menggunakan gopay saya melakukan pengisian saldo sudah menunggu dua hari belum juga masuk tanpa ada kepastian yang jelas sementara itu uang untuk kebutuhan sebelum mengunduh aplikasi ini tolong teman teman dipikirkan kembali,negatif
1ca7da28-5a57-44de-8593-e82c173279e3,saya telah mentransfer ke dana uang saldo belum masuk telah terpotong di shopee pay dan hingga saat ini belum ditangani tidak ada tanggung jawabnya sama sekali bukan saya menjelekkan melainkan kenyataannya demikian setiap chat hanya suruh menunggu membuat anda takut terhadap aplikasi anda saya juga mempunyai bukti,negatif
0353fb18-22b4-46e0-9d12-c377f2b8a108,mengapa aplikasi saya tiba tiba keluar saat mencoba masuk kembali tidak bisa dan pada akhirnya akun saya terblokir,negatif
27206a48-56e4-414f-bbfe-a48eafd6728b,sangat mengecewakan diminta melakukan pemindaian wajah tetapi tidak bisa sangat membebani untuk masuk meskipun sinyal dan pencahayaan sudah mendukung,negatif
33d6fae7-9a42-4a31-a362-ea1be9124912,semua dikenai biaya pembayaran yang awalnya tidak ada sekarang justru ada biaya contoh isi ulang dana di bank bca saja tidak ada biaya untuk isi ulang belanja di alfamidi juga dikenai biaya belanja di shopee juga semakin mantap,negatif
1e767d6e-8489-4d3a-bf22-e0156ebce02c,ingin masuk saja sulitnya minta ampun,negatif
0366e615-982b-4d61-a404-7507e2274672,aplikasinya sangat bagus terdapat beberapa fitur yang juga menarik namun di sisi lain ada satu masalah yaitu saat saya melakukan transaksi top up tidak bisa mengapa sudah beberapa hari saya mencoba tetap tidak bisa apakah nanti akan ada balasan,negatif
7b275ace-4118-44c3-a35d-07c4db186d84,mengapa ovo ketika saya melakukan isi ulang saldo setelah berhasil masuk saldo tetapi berkurang rb padahal pada isi ulang tersebut sudah diberikan admin malah di ovo berkurang rb tolong diperbaiki,negatif
a89392f0-3953-48cd-a7ba-7537872bb31e,saya sudah menggunakan aplikasi ini cukup lama tetapi mengapa sejak kemarin saya ingin mengisi saldo tidak bisa katanya saya melakukan sesuatu yang terdeteksi,negatif
c005f5ad-9be8-4049-8ad6-314a34d4b4d6,pembayaran menggunakan qris memerlukan waktu proses yang cukup lama,negatif
eaa1c47f-de09-4c65-b262-ab15f8b87927,begini bagaimana saya tidak bisa membeli pulsa maupun data pemberitahuan gagal memuat konten transfer juga tidak bisa sudah beberapa hari mohon segera diperbaiki,negatif
6d722169-4832-4bfd-af70-d7c70333ae69,transfer gopay semakin menjengkelkan,negatif
f860608c-826b-42a1-a2e6-045b03cd72e0,ini pengisian saldo pada aplikasi saya tidak masuk sudah beberapa hari dan jika dilaporkan harus menunggu waktu lama sampai sekarang tetap tidak masuk aneh,negatif
0a7b4131-f0a4-466f-b68c-54fd8451a97d,saya pengguna lama bank mandiri baru sekarang agak kecewa bulan kemarin saya top up pulsa ada biaya bulan ini ada biaya padahal tiap bulan sudah ada potongan admin belum lagi kalau transfer ke bank lain apakah biaya sebesar itu masih kurang masih ada biaya lain yang ditambahkan kita nasabah jadi pusing,negatif
4a6da201-20e3-4110-b552-624b52493c6c,jaringannya jelek setiap kali melakukan pembayaran qris selalu gagal,negatif
82e1b7a7-e1f9-4429-a5c0-781a57f2bb6f,bank apa ini saya percaya uang saya di bank ini gaji saya sebagai tenaga kerja wanita migran ditransfer ke bank ini giliran ingin mentransfer ke keluarga malah diblokir orang tua dan anak sudah ke bank untuk mengajukan permohonan agar blokirnya dibuka malah saya sendiri harus ke bank dari mana jalan ceritanya saya jauh merantau ke luar negeri malah disuruh ke bank indonesia ini tidak patut dipercaya,negatif
77246977-4aab-44e5-bca6-fe92cf0f686d,aplikasi penipu menyesal menaikkan ke ovo nabung di notifikasi ada promosi diskon grabfood dan masih banyak lagi promonya termasuk tf ke semua bank nyatanya menipu semua voucher diskon grabfood hari saya memantau di grab tidak muncul jika menggunakan pembayaran ovo nabung dan yang lucu katanya tf gratis ke semua bank nyatanya ada biaya admin saat yang lain berlomba lomba ada kuota tf tetapi di ovo masih ada biaya admin inilah itu jika ada opsi hapus akun ovo sudah saya hapus,negatif
29acda4a-113d-4b4f-b334-c1a7cb3679f5,bagus sangat membantu saat melakukan transfer ke bank,positif
4875f979-45a4-4a6b-82ba-c18dc2730f0a,saya mencoba mengupdate dulu kalau sudah bisa transfer baru memberikan lima bintang,positif
adf93fce-9557-492f-b757-bf2bff0694a3,ketika ingin verifikasi wajah selalu gagal karena waktu habis aplikasinya tidak jelas tolong pihak bank mandiri memperbaiki lagi aplikasinya,negatif
38dd2518-e103-4a0e-a0fd-3b13f28c8420,gopay saya tidak bisa melakukan transfer,negatif
6094dfca-6759-4402-814b-8688a0af0626,mengapa saya melakukan transfer melalui shopeepay ke ewallet mutasi dana transfer berhasil tetapi saldo belum masuk,negatif
8dadb158-ff7b-49b8-b3a5-78e2f4554302,aplikasinya memang bagus tetapi gopay koinnya itu tidak bisa masuk dan untuk isi ulang game tidak bisa saya coba pada awalnya bisa tetapi lama kelamaan tidak bisa,negatif
3e818cc3-120b-4cf5-8406-fb11921c99e3,mengapa tiba tiba tidak bisa dibuka padahal mau belanja membayar dengan qris ya ampun tolong dong diperbaiki lagi karena uangnya di sana semua,negatif
d407e412-5706-47a7-9145-3d5d2e5ff437,mantap pertarungan timnya lancar,positif
538bae2e-ffa6-4f3b-8d2c-6c69432e7079,mengapa saya tidak dapat masuk bagaimana solusinya,negatif
1c7071b9-61d1-4526-ad09-e07c8135d56e,kemarin pengisian saldo di indomaret riwayat transaksi berhasil tetapi mengapa tidak masuk ke saldo 😭😭😭,negatif
55fe7c74-e530-4341-8fff-42a97b06386c,tolong dari jam malam sampai sekarang belum masuk top upnya padahal di konter sudah berhasil top up,negatif
ce997bb2-659a-4867-8632-8759a2b04fc9,hari pertama menggunakan bank jago tidak bisa login pin sudah betul tetapi selalu ada notifikasi maaf sedang gangguan coba sebentar lagi tolong bantu saya apa yang salah dari cara loginnya,negatif
6f5c00ac-367c-453a-aa38-719428e652be,mengapa saat login koneksi internet selalu terputus meskipun saya menggunakan wifi,negatif
ce91e7d9-4ea8-4096-98de-25734f024971,sudah tidak pernah ada promosi pada saat shopeepay gopay dana memberikan fasilitas transfer gratis namun pembayaran kadang eror saat memasukkan pin berputar putar terus,negatif
cb73b5d8-28d1-4bc0-92d9-1b9ab634f545,saya baru mengganti ponsel yang menjadi permasalahan setiap hendak melakukan transaksi misalnya membayar menggunakan qris selalu diminta verifikasi wajah terus menerus jadi memperlambat waktu transaksi,negatif
8238da03-b15d-4a3c-9e14-2c1eb457aa89,sekarang gopay terasa tidak wajar kemudian terjadi penyedotan uang dari pay store tanpa adanya notifikasi maupun persetujuan lalu harus melakukan verifikasi ulang menggunakan wajah sudah dicoba berkali kali gagal terus dengan alasan pencahayaan,negatif
3f38b14d-59e5-44d8-a533-9d0303175bbe,baru saja masuk ke akun sudah memperoleh uang meskipun sedikit harus bersyukur,positif
394cd66e-d7a6-4a7a-8653-ad87046c6389,jadi begini hp saya hilang otomatis nomor hp juga hilang dan gopay tidak bisa dibuka saldo juga hilang sudah seminggu ini menghubungi layanan pelanggan belum juga ada tanggapan saran saya adalah menambahkan verifikasi otp melalui email setidaknya anda meminta identitas ktp padahal ini ada mengapa tidak ada tanggapan,negatif
f3f34664-328e-45ed-b2a0-d28a2d0e90c5,katanya jika isi ulang saldo dapat mengembalikan uang saya tetapi uang saya tidak kembali,negatif
25d5843d-4abd-456a-af72-bcb48e70ec75,sangat membantu apalagi gratis tf nya,positif
31855785-ee7d-44d3-9ee8-391d036b6c15,mengapa saldo ovo sering terpotong sebelum melakukan pembayaran melalui metode qris aneh setiap dibatalkan saldo terpotong terus,negatif
d8ea028b-c978-4f46-87d8-ee44ac46d4aa,ini sekadar saran saja tetapi proses memuat halaman login dan pembayaran qris di aplikasi blu masih tergolong lama kadang kami ingin segera membayar tetapi harus menunggu lama semoga bisa ditingkatkan aplikasinya agar memuat lebih cepat,negatif
47dc41a2-fcbb-41d8-8f1a-c5554ca470ec,sudah menunggu lebih dari tiga hari ini sudah berminggu lama masih belum bisa melakukan pengisian saldo game sebenarnya diperbaiki atau hanya didiamkan sebetulnya ketika melaporkan hal ini melalui akun juga masih mengatakan tiga hari saya telah melaporkan secara berulang tiga hari kemudian satu kali masih begitu aneh benar pihak gpy,negatif
f651a05b-4a16-4473-8d1c-76f73621e0a8,aplikasi tidak berguna saat akun tiba tiba keluar sendiri sudah masuk kembali minta kode keamanan gagal terus padahal sandinya benar ujungnya akun diblokir lebih baik mengunduh aplikasi dana lebih nyaman,negatif
81d228f8-8e27-4987-8648-72171ae8ee1c,verifikasi wajah selalu gagal padahal sudah sesuai aturan tolong diperbaiki lagi sistemnya,negatif
adc73fd6-4102-484b-a389-90d8c5319917,saya mengisi saldo ovo melalui indomaret sampai sekarang belum masuk kata pihak indomaret belum ada tanggapan dari pihak ovo jadi bagaimana ini tolong berikan respons,negatif
bd153207-8f20-4f9f-ba57-bbdf3885d324,tolong verifikasi wajah saya mengapa gagal terus ingin melakukan transfer apa solusinya gmb,negatif
9aa08f1b-7f2b-4755-975f-5c6c207f357e,tolonglah kalau begini mendesak jangan menunda qrisnya,netral
c107ed41-4ad7-451f-8e24-5f000d9fb8f1,saya sudah mereset kata sandi tetapi saat mencoba masuk dengan kata sandi keterangannya kata sandi salah,negatif
d02c9711-139f-4251-9cbf-1ac8b89d0693,jelek banget mau reset pin saja harus diverifikasi lewat sms sedangkan sms saja lambat banget masuknya najis,negatif
61afe9a6-ea58-4ac5-8f64-8b98a9a840e6,tidak dapat masuk kembali setelah reset pabrik setelah verifikasi wajah kembali ke layar masuk sangat sulit masuk,negatif
3e1c6b17-e8e7-4671-b528-7f0c8652c189,kembalikan uang saya tidak bisa mentransfer tidak bisa menarik tunai sudah menunggu empat hari belum bisa juga sudah seminggu sekarang belum bisa juga sudah terverifikasi saldo tetap tidak bisa malah disuruh menunggu lagi,negatif
10fb7b09-8b40-4c7a-93db-90e824482a66,mengapa livin sering eror sekarang kirim qris pakai foto tidak bisa,negatif
a2faadf3-3a98-40cc-80d7-2146ecf914ec,aplikasi yang sangat praktis baru kali ini bisa transfer beli semua item dengan mudah terima kasih go pay,positif
b4e2e7da-bf1a-4c61-9f62-ac16946e7346,lebih pasti dan cepat terutama untuk isi ulang e toll,positif
7ecc113c-6805-4ec3-8048-493045892cb0,sungguh sangat merepotkan jika ingin melakukan pengisian saldo game harus keluar dari aplikasi ketika menekan tombol konfirmasi diarahkan ke google play kemudian mengulang lagi terus berputar saja belum selesai juga,negatif
6a19a53b-56cb-4f16-b556-4d8e04bafc07,pengalaman terjadi kesalahan tidak bisa masuk dan tidak bisa melakukan transfer membuat kesal padahal jaringan saya lancar lancar saja tetapi untuk masuk ke aplikasi blu malah tidak bisa terus,negatif
742b2619-869f-424e-8878-ac91187ee95e,aplikasi tidak rumit jika anda sedang terburu buru ingin melakukan transfer,positif
5f8d64a3-3a42-4493-b4ba-0087164abec4,sekarang pengisian dana saja ada administratornya,netral
d41ac3ae-29f2-45ff-b34b-23272b6b6371,saya tidak dapat masuk,negatif
f1d3d1b6-c1b7-491f-a714-4bb00efd56fc,bagus sekali baru masuk akun langsung mendapatkan rp dan langsung membeli paket gb hari harga rp menyenangkan,positif
1859b098-a47f-49de-bf9b-4b1452e46759,tanpa masalah membantu kebutuhan tf tf ada bonus suka,positif
50491863-c85c-4d98-99f7-8c481aad3de3,halo kak saya ingin bertanya mengapa setiap kali mengisi ulang saldo dana selalu nomor yang salah padahal sebelumnya bisa dengan nomor yang sama,negatif
8823aefc-9b2f-4481-905b-e515481a9a19,saya lupa kata sandi dan saya belum melihat nomor kartu debit saya akibatnya saya tidak bisa masuk kembali saya sudah menghubungi call center livin dan nomor whatsapp tetapi tidak bisa membantu saya tolong padahal saya baru mengisi saldo dua ratus ribu,negatif
959aafba-522b-4942-ab31-453cb850bd9b,dari segi grafis untuk transaksi dan transfer sudah baik mohon diperbarui ada fitur untuk menghapus transaksi dan transfer,positif
6f51e631-b36d-4f71-ad9e-482ac47fb44f,mengapa pengisian ulang saldo semakin rumit harus mencari ovo bluetooth tidak ada yang dekat aduh,negatif
03119e8c-4e93-4dc5-9e0f-5f91f4fbf064,sangat rumit untuk login tidak bisa,negatif
b239c5ed-d1d6-484f-9286-e2b84eebe25c,muka ini susah,negatif
478ec64a-16e7-4a67-8529-32bad414750d,ini aplikasi sering melakukan tipu tipu kita transfer laporan berhasil tetapi dana belum masuk setelah menelepon bank ditanggapi dan menunggu status hingga sekarang dananya belum masuk,negatif
46c95117-0b4d-4e92-97cd-59bb0e388525,bagaimana proses verifikasi pada aplikasi lama yang sangat lambat untuk menjadi akun premier saja uang saya tidak dapat dipakai untuk transfer tidak dapat melakukan penarikan tunai,negatif
aaf5bde7-fbcb-424b-836a-c65443ef8764,parahnya transfer tertunda sudah dua hari masih diproses sampai sekarang tidak ada kejelasan benar benar kecewa,negatif
97c45bc6-4367-419f-808f-5e4576001517,mengapa masuk akun sulit ada notifikasi bahwa alamat email dan nomor telepon sudah terdaftar padahal email saya baru,negatif
2feaabd8-a8b1-423f-9969-bdab3a9224ef,sudah ada batas isi ulang minimum terdapat pula potongan lebih baik memakai aplikasi biru daripada ini tidak ada manfaatnya sama sekali,negatif
a9cfd56c-aace-400d-b6cb-c075847cb65b,setiap isi ulang saldo dikenai potongan seribu membuat saya sangat malas menggunakan gopay,negatif
50422014-b4ee-430c-a4ef-aeb90540c7a6,sangat tidak direkomendasikan gagal terus menerus isi ulang apa yang anda inginkan gopay sampah,negatif
81cb9b64-25c6-4bbc-a272-e65bf7e3448e,setelah diperbarui mengapa tidak ada fitur login ada juga pendaftaran bagaimana cara login ke aplikasinya tolol,negatif
5a94fc21-312f-4080-82a0-136516a82028,isi ulang wdp saja tidak jelas banyak yang mengeluh di mana saja isi ulang diamond belum masuk tetapi saldonya sudah terpotong diamondnya tidak tahu kemana milik saya juga sama belum masuk pembayaran berhasil diamond belum dikirim membuat laporan responsnya sudah seperti orang sibuk sangat lama jadi malas menggunakan gopay banyak gangguan,negatif
357ab1ce-86dd-4aa0-ae72-ae4d2cce3bac,aplikasi ewallet yang paling buruk mengapa hanya ovo saja yang ditanggung admin penerima bukan pengirim setiap orang transfer ke ovo untuk membayar ojol pasti dipermasalahkan oleh pengirim dan mereka menginginkan transfer sesuai nominal tanpa admin tolonglah diperbaiki lagi perihal admin ini ubah menjadi beban pengirim bukan beban penerima,negatif
7a015b21-bb58-4189-aaa7-708e1a3e869d,biaya transfernya sangat besar,negatif
4faa6dd1-eb26-4181-ae69-65d14ad1969b,aplikasinya bagus mudah digunakan dan bisa transfer ke mana saja,positif
7c279315-2348-49b9-bf69-5a7546aa6bd9,sering kali pengalaman transfer ovo sering tertunda karena biaya adminnya besar top up dikenai biaya admin transfer dikenai biaya admin,negatif
94e0fa42-e4da-463f-b527-4b75adb050ae,saya ingin masuk ke akun ovo tidak bisa karena kode verifikasi telah habis bagaimana caranya,negatif
e4b06401-d882-4de4-94e2-cd7d97d4bc22,isi ulangnya terlalu mahal coba sesuaikan dengan aplikasi lain saja,negatif
a0915555-fe3e-49a2-b5c8-b697d4b3d44e,sering terjadi kesalahan pengisian saldo kadang lancar kadang macet tidak masuk setiap kali menghubungi customer service jawaban yang diberikan tidak memuaskan karena yang melayani adalah robot sehingga tidak bisa memenuhi harapan dari setiap pertanyaan dan akhirnya tidak ada solusi tolong jangan menggunakan robot untuk pelayanannya,negatif
062d3295-bc88-41e5-8158-1c1b5a24f513,qris selalu bermasalah gagal bayar terus bagaimana ini,negatif
d8030687-7401-42ea-bad6-4b542302adb4,ini mengapa tiba tiba keluar sendiri saat ingin masuk kembali tidak bisa sudah seminggu berantakan,negatif
e6d4830b-5f2e-4d2e-af04-6a51005a661f,"transfer ke ovo menggunakan admin terpotong lagi
dari ovo ingin mentransfer ke bank juga tidak bisa
ketika hendak membayar gofood sering mengalami gangguan hal itu tidak menyenangkan bagi petugas yang bertugas",negatif
042152a6-a111-41be-a9e1-a3d0e35586f1,transfer lebih muda,netral
9e7701df-83c8-4e4d-b62d-c50fb59eb78f,untuk verifikasi wajah terasa sulit dan stok atribut untuk pengemudi kosong sehingga saya terpaksa membeli atribut shopee di luar prosedur maksud rencana saya agar saya bisa bekerja tetapi hingga saat ini belum bisa jadi bagaimana shopee bisa maju di kota pematang siantar ini sedangkan para mitra dan pegawai shopee kerjanya seperti ini adapun kinerjanya kurang jadi kapan saya bisa bergabung terima kasih,negatif
f87dc085-5534-4757-a85f-9f6daab8527f,setiap kali login terputus coba kami sambungkan lagi jika demikian bagaimana nanti saat akan melakukan transaksi apabila begitu mohon diperbaiki,negatif
b10794b8-3153-4f8b-adae-ab567da7c6f2,gopay kemana uang saya yang di top up untuk pembelian pulsa oleh orang lain dan biayanya berasal dari top up melalui bca kembalikan jangan diambil uang orang anda bekerja sedangkan kami juga bekerja dengan uang ini tolong meski bagian ini kecil bagi kami sangat berarti jadi kembalikan dan balas pesan ini,negatif
6cf790a0-b0b2-4cc5-a1ca-3e1b008ca458,jika payroll tidak memakai livin maka tidak akan memakai livin belum cukup waktu pengisian saldo ke dompet elektronik dikenakan biaya transaksi padahal yang lain gratis ada lagi baru saja membayar tagihan dikenakan biaya administrasi padahal bank lain tidak ada yang mengenakan biaya transaksi ini jika bisa beri bintang minus pasti sudah mendapat bintang minus aplikasi ini,negatif
630b36f4-9c25-4b24-9a86-db644fc1f4c8,mengapa saya tidak bisa masuk,netral
bd848bf0-6bac-443d-8425-66dd53106cfd,"min kenapa hidup saya waktu mau bagikan resi transfer suka keluar sendiri ya

kalau maksud kata living bukan hidup tolong jelaskan agar saya bisa sesuaikan",netral
3ade284b-be7a-4224-8f77-7c02cb9d2159,bagus tidak perlu prem buat transfer,positif
eb3cf170-bb74-4212-8827-2382e9a297df,sudah beberapa hari saldo yang diisi ulang belum masuk aduh,negatif
143ddf70-8a94-450d-8821-20bda5c854f1,saat transfer suka gagal,negatif
40078af3-95a5-41c8-a318-943d9048fef7,selamat malam mengapa saya telah melakukan top up saldo ovo tidak masuk,negatif
4ea13b7e-1023-483b-a9b1-95c157d70111,ini mengapa ya saya ingin mengisi ulang mobile legends saat ingin membayar malah muncul tulisan tidak bisa melanjutkan transaksi ini katanya karena aktivitas tidak wajar padahal saya tidak melakukan apa apa tolong perbaiki lagi,negatif
a9b78c9e-d3b8-4603-86e2-47cb33d329bf,sekarang saya bisa mengisi ulang saldo,positif
f21cf537-18b1-439a-a3aa-2f6713faa117,mohon bantuannya untuk memperbaiki aplikasi jangan hanya menambah fitur tetapi juga memperbaiki sistemnya masuk ke livin sulit sekali sering sekali membuat saya malu di depan kasir berkali kali saya tidak bisa masuk meskipun kuota internet saya masih gb tidak mungkin karena internet bahkan saat menggunakan wifi pun sama saya sangat kesal,negatif
